3.83021140185e+11	0.3046875	0.04296875	-0.96875
3.83021140189e+11	0.28515625	0.078125	-0.94921875
3.83021140193e+11	0.36328125	0.05078125	-0.921875
3.83021140197e+11	0.39453125	0.06640625	-0.90234375
3.83021140201e+11	0.421875	0.07421875	-0.9140625
3.83021140205e+11	0.40625	0.09375	-0.91015625
3.83021140209e+11	0.3984375	0.10546875	-0.89453125
3.83021140213e+11	0.3828125	0.1015625	-0.8984375
3.83021140217e+11	-0.1484375	-0.07421875	-0.83203125
3.83021140221e+11	-0.03515625	-0.11328125	-1.015625
3.83021140225e+11	-0.078125	-0.13671875	-1.01171875
3.83021140229e+11	-0.15625	-0.15234375	-1.0390625
3.83021140233e+11	-0.1875	-0.1328125	-1.05078125
3.83021140237e+11	-0.125	-0.12109375	-1.0078125
3.83021140241e+11	0.0	-0.1328125	-0.6796875
3.83021140245e+11	-0.5	-0.21484375	-0.37890625
3.83021140249e+11	-0.2109375	-0.2109375	-0.69140625
3.83021140253e+11	-0.0625	-0.08984375	-0.97265625
3.83021140257e+11	-0.125	-0.1171875	-1.078125
3.83021140261e+11	-0.01953125	-0.12109375	-0.91015625
3.83021140265e+11	0.06640625	-0.125	-0.9375
3.83021140269e+11	-0.0703125	-0.28125	-1.05859375
3.83021140273e+11	-0.02734375	-0.2265625	-0.83203125
3.83021140277e+11	-0.1640625	-0.2265625	-0.828125
3.83021140281e+11	-0.0859375	-0.21875	-1.00390625
3.83021140285e+11	-0.00390625	-0.1796875	-0.96484375
3.83021140289e+11	0.03125	-0.1640625	-0.9296875
3.83021140293e+11	0.03515625	-0.1640625	-0.9375
3.83021140297e+11	0.01953125	-0.20703125	-0.96484375
3.83021140301e+11	-0.06640625	-0.26171875	-0.8984375
3.83021140305e+11	-0.109375	-0.390625	-0.98828125
3.83021140309e+11	-0.12109375	-0.39453125	-1.0
3.83021140313e+11	-0.08203125	-0.3359375	-1.0390625
3.83021140317e+11	-0.03515625	-0.29296875	-0.953125
3.83021140321e+11	0.015625	-0.2421875	-0.86328125
3.83021140325e+11	0.03125	-0.25390625	-0.890625
3.83021140329e+11	0.02734375	-0.3359375	-0.9140625
3.83021140333e+11	0.0078125	-0.33984375	-0.9375
3.83021140337e+11	0.00390625	-0.32421875	-0.97265625
3.83021140341e+11	0.01171875	-0.30859375	-0.98828125
3.83021140345e+11	0.02734375	-0.21484375	-0.8984375
3.83021140349e+11	0.0625	-0.2109375	-0.85546875
