383013274319	0	0
383013274321	0	0
383013274323	0	0
383013274325	0	0
383013274327	0	0
383013274329	0	961
383013274331	15786	18367
383013274333	27316	18379
383013274335	27331	18383
383013274337	27338	18386
383013274339	27343	18388
383013274341	27345	18390
383013274343	27347	18391
383013274345	27348	18392
383013274347	27350	18393
383013274349	27351	18394
383013274351	27352	18394
383013274353	27353	18395
383013274355	27354	18395
383013274357	27354	18396
383013274359	27355	18396
383013274361	27356	18396
383013274363	27356	18397
383013274365	27357	18397
383013274367	27357	18398
383013274369	27358	18398
383013274371	27358	18398
383013274373	27358	18398
383013274375	27357	18399
383013274377	27357	18399
383013274379	27357	18400
383013274381	27357	18400
383013274383	27357	18400
383013274385	27357	18401
383013274387	27356	18402
383013274389	27356	18402
383013274391	27356	18402
383013274393	27356	18403
383013274395	27356	18403
383013274397	27356	18403
383013274399	27355	18404
383013274401	27355	18404
383013274403	27355	18404
383013274405	27355	18404
383013274407	27355	18405
383013274409	27355	18405
383013274411	27355	18406
383013274413	27355	18406
383013274415	27355	18406
383013274417	27355	18406
383013274419	27355	18406
383013274421	27355	18406
383013274423	27354	18406
383013274425	27353	18406
383013274427	27353	18407
383013274429	27353	18407
383013274431	27352	18407
383013274433	27352	18407
383013274435	27351	18407
383013274437	27351	18407
383013274439	27351	18408
383013274441	27350	18408
383013274443	27350	18408
383013274445	27350	18408
383013274447	27350	18408
383013274449	27350	18408
383013274451	27350	18408
383013274453	27350	18408
383013274455	27349	18408
383013274457	27349	18408
383013274459	27349	18408
383013274461	27349	18408
383013274463	27350	18408
383013274465	27350	18408
383013274467	27350	18408
383013274469	27350	18407
383013274471	27350	18407
383013274473	27350	18408
383013274475	27350	18408
383013274477	27350	18408
383013274479	27350	18408
383013274481	27350	18408
383013274483	27350	18408
383013274485	27349	18408
383013274487	27349	18408
383013274489	27349	18408
383013274491	27348	18408
383013274493	27348	18408
383013274495	27347	18408
383013274497	27347	18408
383013274499	27347	18408
383013274501	27347	18408
383013274503	27347	18409
383013274505	27347	18409
383013274507	27347	18409
383013274509	27348	18410
383013274511	27348	18410
383013274513	27349	18410
383013274515	27349	18410
383013274517	27350	18411
383013274519	27350	18411
383013274521	27351	18411
383013274523	27351	18411
383013274525	27353	18411
383013274527	27353	18411
383013274529	27355	18412
383013274531	27356	18412
383013274533	27357	18412
383013274535	27358	18412
383013274537	27358	18412
383013274539	27359	18412
383013274541	27359	18411
383013274543	27360	18411
383013274545	27361	18411
383013274547	27361	18410
383013274549	27361	18410
383013274551	27362	18410
383013274553	27363	18410
383013274555	27363	18410
383013274557	27363	18409
383013274559	27363	18409
383013274561	27364	18409
383013274563	27365	18409
383013274565	27366	18409
383013274567	27366	18408
383013274569	27366	18408
383013274571	27366	18407
383013274573	27367	18406
383013274575	27367	18405
383013274577	27368	18404
383013274579	27369	18404
383013274581	27369	18403
383013274583	27369	18403
383013274585	27370	18402
383013274587	27371	18402
383013274589	27371	18402
383013274591	27371	18402
383013274593	27371	18402
383013274595	27371	18402
383013274597	27371	18402
383013274599	27371	18402
383013274601	27371	18402
383013274603	27371	18402
383013274605	27371	18402
383013274607	27371	18402
383013274609	27372	18402
383013274611	27372	18401
383013274613	27372	18400
383013274615	27372	18399
383013274617	27372	18398
383013274619	27371	18398
383013274621	27371	18398
383013274623	27370	18397
383013274625	27370	18397
383013274627	27369	18396
383013274629	27369	18396
383013274631	27368	18395
383013274633	27367	18395
383013274635	27366	18395
383013274637	27366	18396
383013274639	27365	18397
383013274641	27363	18397
383013274643	27362	18397
383013274645	27362	18398
383013274647	27362	18398
383013274649	27362	18398
383013274651	27362	18398
383013274653	27362	18399
383013274655	27362	18399
383013274657	27361	18399
383013274659	27360	18399
383013274661	27360	18398
383013274663	27360	18398
383013274665	27360	18398
383013274667	27360	18398
383013274669	27360	18398
383013274671	27360	18399
383013274673	27360	18399
383013274675	27359	18400
383013274677	27359	18401
383013274679	27358	18401
383013274681	27357	18402
383013274683	27356	18402
383013274685	27356	18402
383013274687	27356	18402
383013274689	27356	18402
383013274691	27356	18403
383013274693	27355	18403
383013274695	27355	18404
383013274697	27354	18404
383013274699	27354	18403
383013274701	27353	18402
383013274703	27353	18401
383013274705	27353	18399
383013274707	27353	18396
383013274709	27353	18393
383013274711	27353	18389
383013274713	27353	18386
383013274715	27353	18382
383013274717	27351	18379
383013274719	27351	18377
383013274721	27350	18373
383013274723	27350	18369
383013274725	27349	18365
383013274727	27349	18363
383013274729	27349	18360
383013274731	27349	18357
383013274733	27349	18354
383013274735	27349	18352
383013274737	27349	18350
383013274739	27349	18348
383013274741	27349	18348
383013274743	27349	18347
383013274745	27348	18346
383013274747	27347	18346
383013274749	27347	18345
383013274751	27347	18345
383013274753	27347	18344
383013274755	27346	18342
383013274757	27345	18342
383013274759	27343	18342
383013274761	27343	18342
383013274763	27343	18341
383013274765	27345	18340
383013274767	27346	18339
383013274769	27347	18338
383013274771	27348	18337
383013274773	27349	18336
383013274775	27349	18334
383013274777	27350	18333
383013274779	27350	18331
383013274781	27351	18330
383013274783	27352	18330
383013274785	27354	18332
383013274787	27354	18334
383013274789	27354	18338
383013274791	27355	18339
383013274793	27355	18342
383013274795	27355	18343
383013274797	27354	18344
383013274799	27354	18344
383013274801	27354	18342
383013274803	27355	18340
383013274805	27355	18336
383013274807	27355	18333
383013274809	27355	18329
383013274811	27356	18325
383013274813	27356	18322
383013274815	27357	18318
383013274817	27358	18314
383013274819	27360	18311
383013274821	27361	18307
383013274823	27362	18303
383013274825	27362	18299
383013274827	27362	18296
383013274829	27361	18292
383013274831	27359	18289
383013274833	27358	18285
383013274835	27356	18284
383013274837	27355	18283
383013274839	27354	18283
383013274841	27354	18284
383013274843	27353	18286
383013274845	27352	18289
383013274847	27352	18294
383013274849	27351	18298
383013274851	27350	18303
383013274853	27350	18308
383013274855	27351	18310
383013274857	27351	18311
383013274859	27351	18311
383013274861	27351	18311
383013274863	27351	18311
383013274865	27351	18311
383013274867	27351	18311
383013274869	27351	18310
383013274871	27350	18310
383013274873	27350	18309
383013274875	27349	18308
383013274877	27349	18307
383013274879	27348	18305
383013274881	27347	18303
383013274883	27346	18302
383013274885	27345	18302
383013274887	27345	18301
383013274889	27346	18298
383013274891	27346	18296
383013274893	27346	18292
